Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"INTS7","Integrator Complex Subunit 7","Protein Coding","36","GC01M211940","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS7"
"LIMCH1","LIM And Calponin Homology Domains 1","Protein Coding","36","GC04P041362","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMCH1"
"IMP4","IMP U3 Small Nucleolar Ribonucleoprotein 4","Protein Coding","36","GC02P130342","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMP4"
"MAD2L1BP","MAD2L1 Binding Protein","Protein Coding","36","GC06P043629","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1BP"
"LRRC41","Leucine Rich Repeat Containing 41","Protein Coding","36","GC01M046261","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC41"
"JRK","Jrk Helix-Turn-Helix Protein","Protein Coding","36","GC08M142657","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JRK"
"DDX27","DEAD-Box Helicase 27","Protein Coding","36","GC20P049219","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX27"
"ASCC2","Activating Signal Cointegrator 1 Complex Subunit 2","Protein Coding","36","GC22M029788","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCC2"
"BZW1","Basic Leucine Zipper And W2 Domains 1","Protein Coding","36","GC02P200810","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BZW1"
"CHORDC1","Cysteine And Histidine Rich Domain Containing 1","Protein Coding","36","GC11M090200","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1"
"ZNF346","Zinc Finger Protein 346","Protein Coding","36","GC05P177022","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF346"
"UBL4A","Ubiquitin Like 4A","Protein Coding","36","GC0XM154483","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL4A"
"RNPC3","RNA Binding Region (RNP1, RRM) Containing 3","Protein Coding","36","GC01P103525","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3"
"YIPF3","Yip1 Domain Family Member 3","Protein Coding","36","GC06M047137","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF3"
"ZNF746","Zinc Finger Protein 746","Protein Coding","36","GC07M149472","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF746"
"UQCC2","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 2","Protein Coding","36","GC06M033694","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC2"
"TRIM3","Tripartite Motif Containing 3","Protein Coding","36","GC11M006450","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM3"
"YTHDC2","YTH Domain Containing 2","Protein Coding","36","GC05P113513","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YTHDC2"
"SURF6","Surfeit 6","Protein Coding","36","GC09M133331","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SURF6"
"TRAPPC5","Trafficking Protein Particle Complex Subunit 5","Protein Coding","36","GC19P007680","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC5"
"STK11IP","Serine/Threonine Kinase 11 Interacting Protein","Protein Coding","36","GC02P219597","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK11IP"
"NCLN","Nicalin","Protein Coding","36","GC19P003185","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCLN"
"POLDIP2","DNA Polymerase Delta Interacting Protein 2","Protein Coding","36","GC17M028346","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLDIP2"
"PHLDB2","Pleckstrin Homology Like Domain Family B Member 2","Protein Coding","36","GC03P111732","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDB2"
"NOL6","Nucleolar Protein 6","Protein Coding","36","GC09M033451","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL6"
"OCIAD1","OCIA Domain Containing 1","Protein Coding","36","GC04P048805","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OCIAD1"
"MPHOSPH6","M-Phase Phosphoprotein 6","Protein Coding","36","GC16M082181","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH6"
"MRPS15","Mitochondrial Ribosomal Protein S15","Protein Coding","36","GC01M036455","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS15"
"PWP2","PWP2 Small Subunit Processome Component","Protein Coding","36","GC21P044107","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWP2"
"RBPMS2","RNA Binding Protein, MRNA Processing Factor 2","Protein Coding","36","GC15M064739","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBPMS2"
"TNRC6C","Trinucleotide Repeat Containing Adaptor 6C","Protein Coding","36","GC17P077959","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6C"
"YIF1B","Yip1 Interacting Factor Homolog B, Membrane Trafficking Protein","Protein Coding","36","GC19M038303","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIF1B"
"FUNDC2","FUN14 Domain Containing 2","Protein Coding","35","GC0XP155025","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUNDC2"
"COMMD8","COMM Domain Containing 8","Protein Coding","35","GC04M047369","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD8"
"B4GAT1","Beta-1,4-Glucuronyltransferase 1","Protein Coding","35","GC11M066345","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GAT1"
"INTS2","Integrator Complex Subunit 2","Protein Coding","35","GC17M061865","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INTS2"
"ERO1A","Endoplasmic Reticulum Oxidoreductase 1 Alpha","Protein Coding","35","GC14M052640","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERO1A"
"CMTR1","Cap Methyltransferase 1","Protein Coding","35","GC06P055361","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTR1"
"CEP85L","Centrosomal Protein 85 Like","Protein Coding","35","GC06M118460","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP85L"
"TMEM214","Transmembrane Protein 214","Protein Coding","35","GC02P027032","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM214"
"RALGAPB","Ral GTPase Activating Protein Non-Catalytic Subunit Beta","Protein Coding","35","GC20P038472","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPB"
"UNK","Unk Zinc Finger","Protein Coding","35","GC17P075784","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNK"
"ZMYM1","Zinc Finger MYM-Type Containing 1","Protein Coding","35","GC01P035032","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYM1"
"SUGP2","SURP And G-Patch Domain Containing 2","Protein Coding","35","GC19M018990","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP2"
"PIGX","Phosphatidylinositol Glycan Anchor Biosynthesis Class X","Protein Coding","35","GC03P196643","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGX"
"PBXIP1","PBX Homeobox Interacting Protein 1","Protein Coding","35","GC01M154944","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBXIP1"
"RRS1","Ribosome Biogenesis Regulator 1 Homolog","Protein Coding","35","GC08P066429","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRS1"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","35","GC06P117907","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"COMMD3","COMM Domain Containing 3","Protein Coding","34","GC10P022315","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD3"
"COMMD5","COMM Domain Containing 5","Protein Coding","34","GC08M144837","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD5"
"C15orf39","Chromosome 15 Open Reading Frame 39","Protein Coding","34","GC15P075195","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf39"
"LTN1","Listerin E3 Ubiquitin Protein Ligase 1","Protein Coding","34","GC21M028928","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTN1"
"GID8","GID Complex Subunit 8 Homolog","Protein Coding","34","GC20P062938","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GID8"
"CEP131","Centrosomal Protein 131","Protein Coding","34","GC17M081189","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP131"
"CCDC93","Coiled-Coil Domain Containing 93","Protein Coding","34","GC02M117915","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC93"
"CNPY4","Canopy FGF Signaling Regulator 4","Protein Coding","34","GC07P100119","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNPY4"
"BRI3BP","BRI3 Binding Protein","Protein Coding","34","GC12P124993","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRI3BP"
"ARMCX3","Armadillo Repeat Containing X-Linked 3","Protein Coding","34","GC0XP101622","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMCX3"
"SPATS2","Spermatogenesis Associated Serine Rich 2","Protein Coding","34","GC12P049366","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATS2"
"YIPF6","Yip1 Domain Family Member 6","Protein Coding","34","GC0XP068498","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF6"
"ZNF598","Zinc Finger Protein 598, E3 Ubiquitin Ligase","Protein Coding","34","GC16M003037","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF598"
"TOR1AIP2","Torsin 1A Interacting Protein 2","Protein Coding","34","GC01M181940","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOR1AIP2"
"URB2","URB2 Ribosome Biogenesis Homolog","Protein Coding","34","GC01P229626","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URB2"
"WDTC1","WD And Tetratricopeptide Repeats 1","Protein Coding","34","GC01P027245","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDTC1"
"ZFPL1","Zinc Finger Protein Like 1","Protein Coding","34","GC11P065084","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFPL1"
"PLGRKT","Plasminogen Receptor With A C-Terminal Lysine","Protein Coding","34","GC09M005357","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLGRKT"
"R3HDM1","R3H Domain Containing 1","Protein Coding","34","GC02P135531","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM1"
"MON2","MON2 Homolog, Regulator Of Endosome-To-Golgi Trafficking","Protein Coding","34","GC12P062466","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MON2"
"COMMD10","COMM Domain Containing 10","Protein Coding","33","GC05P116084","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD10"
"COMMD6","COMM Domain Containing 6","Protein Coding","33","GC13M075525","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD6"
"MAP9","Microtubule Associated Protein 9","Protein Coding","33","GC04M155342","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP9"
"LRCH3","Leucine Rich Repeats And Calponin Homology Domain Containing 3","Protein Coding","33","GC03P197791","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH3"
"HEATR6","HEAT Repeat Containing 6","Protein Coding","33","GC17M060041","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEATR6"
"FASTKD3","FAST Kinase Domains 3","Protein Coding","33","GC05M007860","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD3"
"GPAT4","Glycerol-3-Phosphate Acyltransferase 4","Protein Coding","33","GC08P041577","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPAT4"
"FAM189B","Family With Sequence Similarity 189 Member B","Protein Coding","33","GC01M155248","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM189B"
"AKAP17A","A-Kinase Anchoring Protein 17A","Protein Coding","33","GC0XP001591","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP17A"
"CEP128","Centrosomal Protein 128","Protein Coding","33","GC14M080476","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP128"
"EMC2","ER Membrane Protein Complex Subunit 2","Protein Coding","33","GC08P108443","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC2"
"TRIM4","Tripartite Motif Containing 4","Protein Coding","33","GC07M099876","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM4"
"TM9SF1","Transmembrane 9 Superfamily Member 1","Protein Coding","33","GC14M024189","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TM9SF1"
"UQCC1","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 1","Protein Coding","33","GC20M035302","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC1"
"WDR89","WD Repeat Domain 89","Protein Coding","33","GC14M063597","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR89"
"WRAP73","WD Repeat Containing, Antisense To TP73","Protein Coding","33","GC01M003630","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRAP73"
"SNRNP48","Small Nuclear Ribonucleoprotein U11/U12 Subunit 48","Protein Coding","33","GC06P007590","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP48"
"SPATA5L1","Spermatogenesis Associated 5 Like 1","Protein Coding","33","GC15P045402","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA5L1"
"CCDC51","Coiled-Coil Domain Containing 51","Protein Coding","32","GC03M048432","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC51"
"MARCHF5","Membrane Associated Ring-CH-Type Finger 5","Protein Coding","32","GC10P092292","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF5"
"LMBRD2","LMBR1 Domain Containing 2","Protein Coding","32","GC05M036098","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMBRD2"
"CCDC28A","Coiled-Coil Domain Containing 28A","Protein Coding","32","GC06P138773","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC28A"
"DTWD2","DTW Domain Containing 2","Protein Coding","32","GC05M118836","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DTWD2"
"ZNF691","Zinc Finger Protein 691","Protein Coding","32","GC01P042847","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF691"
"ZNF609","Zinc Finger Protein 609","Protein Coding","32","GC15P078912","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF609"
"TTC27","Tetratricopeptide Repeat Domain 27","Protein Coding","32","GC02P032628","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC27"
"RRP36","Ribosomal RNA Processing 36","Protein Coding","32","GC06P043021","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP36"
"NEURL4","Neuralized E3 Ubiquitin Protein Ligase 4","Protein Coding","32","GC17M007315","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEURL4"
"IQCC","IQ Motif Containing C","Protein Coding","31","GC01P032205","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCC"
"DCAF10","DDB1 And CUL4 Associated Factor 10","Protein Coding","31","GC09P037800","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF10"
"CMSS1","Cms1 Ribosomal Small Subunit Homolog","Protein Coding","31","GC03P099817","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMSS1"
"ZNF787","Zinc Finger Protein 787","Protein Coding","31","GC19M056090","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF787"
"URB1","URB1 Ribosome Biogenesis Homolog","Protein Coding","31","GC21M032312","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=URB1"
"UTP20","UTP20 Small Subunit Processome Component","Protein Coding","31","GC12P101280","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP20"
"ZCCHC9","Zinc Finger CCHC-Type Containing 9","Protein Coding","31","GC05P081301","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC9"
"LRCH2","Leucine Rich Repeats And Calponin Homology Domain Containing 2","Protein Coding","30","GC0XM115111","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH2"
"EMC7","ER Membrane Protein Complex Subunit 7","Protein Coding","30","GC15M034084","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMC7"
"VWA8","Von Willebrand Factor A Domain Containing 8","Protein Coding","30","GC13M041569","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWA8"
"SPTY2D1","SPT2 Chromatin Protein Domain Containing 1","Protein Coding","30","GC11M018627","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTY2D1"
"SELENOI","Selenoprotein I","Protein Coding","30","GC02P026310","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOI"
"C16orf91","Chromosome 16 Open Reading Frame 91","Protein Coding","29","GC16M001699","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf91"
"GCN1","GCN1 Activator Of EIF2AK4","Protein Coding","29","GC12M120128","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCN1"
"ZNRD2","Zinc Ribbon Domain Containing 2","Protein Coding","29","GC11P066230","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRD2"
"UTP11","UTP11 Small Subunit Processome Component","Protein Coding","29","GC01P038012","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP11"
"TUT7","Terminal Uridylyl Transferase 7","Protein Coding","29","GC09M086384","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUT7"
"METTL16","Methyltransferase Like 16","Protein Coding","29","GC17M002405","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL16"
"PUM3","Pumilio RNA Binding Family Member 3","Protein Coding","29","GC09M002721","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUM3"
"IGHG4","Immunoglobulin Heavy Constant Gamma 4 (G4m Marker)","Protein Coding","27","GC14M110309","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHG4"
"MACO1","Macoilin 1","Protein Coding","27","GC01P025430","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MACO1"
"DIPK2A","Divergent Protein Kinase Domain 2A","Protein Coding","27","GC03P143973","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIPK2A"
"VPS35L","VPS35 Endosomal Protein Sorting Factor Like","Protein Coding","27","GC16P019555","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35L"
"ECPAS","Ecm29 Proteasome Adaptor And Scaffold","Protein Coding","26","GC09M111361","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECPAS"
"VPS26C","VPS26 Endosomal Protein Sorting Factor C","Protein Coding","26","GC21M037225","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26C"
"RADX","RPA1 Related Single Stranded DNA Binding Protein, X-Linked","Protein Coding","26","GC0XP106612","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RADX"
"PROSER3","Proline And Serine Rich 3","Protein Coding","25","GC19P040367","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROSER3"
"CEBPZOS","CEBPZ Opposite Strand","Protein Coding","19","GC02P037196","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPZOS"
"IGHV3-72","Immunoglobulin Heavy Variable 3-72","Protein Coding","12","GC14M110459","0.653871178627014","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV3-72"
"GSK3B","Glycogen Synthase Kinase 3 Beta","Protein Coding","51","GC03M119821","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSK3B"
"MME","Membrane Metalloendopeptidase","Protein Coding","51","GC03P155024","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MME"
"RAC1","Rac Family Small GTPase 1","Protein Coding","50","GC07P006377","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAC1"
"FASLG","Fas Ligand","Protein Coding","48","GC01P172628","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASLG"
"TGFBI","Transforming Growth Factor Beta Induced","Protein Coding","46","GC05P136027","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBI"
"KDM5B","Lysine Demethylase 5B","Protein Coding","44","GC01M202696","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5B"
"IL1F10","Interleukin 1 Family Member 10","Protein Coding","40","GC02P113067","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1F10"
"IFNL2","Interferon Lambda 2","Protein Coding","36","GC19P039268","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL2"
"IFNL3","Interferon Lambda 3","Protein Coding","35","GC19M039243","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNL3"
"ENDOU","Endonuclease, Poly(U) Specific","Protein Coding","34","GC12M047709","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENDOU"
"LOC102724971","Putative V-Set And Immunoglobulin Domain-Containing-Like Protein IGHV4OR15-8","Protein Coding","4","GC15M021742","0.582042872905731","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC102724971"
"ITGAL","Integrin Subunit Alpha L","Protein Coding","47","GC16P030472","0.577895879745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAL"
"CD74","CD74 Molecule","Protein Coding","44","GC05M150378","0.577895879745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD74"
"FCGR1A","Fc Fragment Of IgG Receptor Ia","Protein Coding","42","GC01P149754","0.577895879745483","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCGR1A"
"LDHA","Lactate Dehydrogenase A","Protein Coding","52","GC11P018394","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHA"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","52","GC12P110280","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"ATP1A1","ATPase Na+/K+ Transporting Subunit Alpha 1","Protein Coding","51","GC01P116372","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP1A1"
"GNAS","GNAS Complex Locus","Protein Coding","51","GC20P058839","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAS"
"DLD","Dihydrolipoamide Dehydrogenase","Protein Coding","51","GC07P107890","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLD"
"FASN","Fatty Acid Synthase","Protein Coding","50","GC17M082078","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASN"
"DSP","Desmoplakin","Protein Coding","50","GC06P007541","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP"
"AIFM1","Apoptosis Inducing Factor Mitochondria Associated 1","Protein Coding","50","GC0XM130129","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1"
"ALDOA","Aldolase, Fructose-Bisphosphate A","Protein Coding","49","GC16P030064","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOA"
"TOP1","DNA Topoisomerase I","Protein Coding","49","GC20P041028","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOP1"
"GALK1","Galactokinase 1","Protein Coding","48","GC17M075751","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALK1"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","48","GC12P011841","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"DKC1","Dyskerin Pseudouridine Synthase 1","Protein Coding","48","GC0XP154762","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKC1"
"ENO1","Enolase 1","Protein Coding","48","GC01M008861","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"ARHGEF2","Rho/Rac Guanine Nucleotide Exchange Factor 2","Protein Coding","47","GC01M155946","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGEF2"
"LDHB","Lactate Dehydrogenase B","Protein Coding","47","GC12M021635","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"
"ACLY","ATP Citrate Lyase","Protein Coding","47","GC17M041866","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACLY"
"CRKL","CRK Like Proto-Oncogene, Adaptor Protein","Protein Coding","47","GC22P020917","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRKL"
"XPO1","Exportin 1","Protein Coding","47","GC02M061445","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPO1"
"TPM3","Tropomyosin 3","Protein Coding","47","GC01M154127","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPM3"
"UBA1","Ubiquitin Like Modifier Activating Enzyme 1","Protein Coding","47","GC0XP047190","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBA1"
"PSMA6","Proteasome 20S Subunit Alpha 6","Protein Coding","47","GC14P035278","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMA6"
"SLC25A1","Solute Carrier Family 25 Member 1","Protein Coding","47","GC22M019177","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A1"
"SLC25A12","Solute Carrier Family 25 Member 12","Protein Coding","47","GC02M171783","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A12"
"RFC1","Replication Factor C Subunit 1","Protein Coding","47","GC04M039291","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFC1"
"PPP1CB","Protein Phosphatase 1 Catalytic Subunit Beta","Protein Coding","47","GC02P028752","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1CB"
"MCM3","Minichromosome Maintenance Complex Component 3","Protein Coding","46","GC06M052264","0.424763023853302","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM3"
