Drug,Accession,CID
CHEMBL521462,Q07869,10161996
CHEMBL239352,Q07869,10411897
CHEMBL231689,Q07869,44432409
CHEMBL447190,Q07869,10297427
CHEMBL378705,Q07869,10433053
CHEMBL380070,Q07869,10455511
CHEMBL237307,Q07869,44434350
CHEMBL485187,Q07869,44591779
CHEMBL362759,Q07869,10232157
CHEMBL328455,Q07869,15942850
CHEMBL484725,Q07869,44591803
CHEMBL206059,Q07869,44409171
CHEMBL438088,Q07869,10027350
CHEMBL118753,Q07869,44345278
CHEMBL175332,Q07869,44385406
CHEMBL247748,Q07869,44440805
CHEMBL592234,Q07869,46229869
CHEMBL427890,Q07869,44446263
CHEMBL398117,Q07869,44440776
CHEMBL425725,Q07869,10005230
CHEMBL110353,Q07869,21985914
CHEMBL384203,Q07869,10480558
CHEMBL356170,Q07869,44365532
CHEMBL319637,Q07869,10177377
CHEMBL1092237,Q07869,46196685
CHEMBL234589,Q07869,44432403
CHEMBL426592,Q07869,10113686
CHEMBL191556,Q07869,11419635
CHEMBL210768,Q07869,44411653
CHEMBL192152,Q07869,10292707
CHEMBL239353,Q07869,10367602
CHEMBL483341,Q07869,18003618
CHEMBL178630,Q07869,44388882
G5045_SIGMA,Q07869,446738
CHEMBL65458,Q07869,10983398
CHEMBL396694,Q07869,44441455
Muraglitazar,Q07869,206044
CHEMBL149438,Q07869,11362757
CHEMBL211839,Q07869,10412116
CHEMBL462982,Q07869,24890510
CHEMBL188095,Q07869,11750812
BMS-687453,Q07869,16725047
CHEMBL426451,Q07869,11281114
CHEMBL391457,Q07869,11327951
CHEMBL202785,Q07869,44409323
CHEMBL435715,Q07869,44383664
CHEMBL369607,Q07869,44384589
CID 9935197,Q07869,9935197
CHEMBL491750,Q07869,44565005
CHEMBL455157,Q07869,11442294
CHEMBL396154,Q07869,44441216
CHEMBL221074,Q07869,10162063
CHEMBL307728,Q07869,10098103
CHEMBL472571,Q07869,11190667
CHEMBL219586,Q07869,9956726
CHEMBL118756,Q07869,9933537
CHEMBL172959,Q07869,44384407
CHEMBL519802,Q07869,44591655
CHEMBL512789,Q07869,44577687
CHEMBL189712,Q07869,21084267
CHEMBL181644,Q07869,44392315
CHEMBL207019,Q07869,44411842
CHEMBL368793,Q07869,44385399
CHEMBL232396,Q07869,22280016
CHEMBL391085,Q07869,22504917
CHEMBL237518,Q07869,11295349
CHEMBL237519,Q07869,44434351
CHEMBL519351,Q07869,44591816
CHEMBL320925,Q07869,44337635
CHEMBL1089500,Q07869,46196687
CHEMBL50572,Q07869,44296271
CHEMBL1089210,Q07869,45254002
GW2331,Q07869,657048
CHEMBL1091196,Q07869,46196686
CHEMBL212813,Q07869,10096907
CHEMBL326015,Q07869,44338195
Imiglitazar,Q07869,9890879
CHEMBL252675,Q07869,25032861
CHEMBL428574,Q07869,44440782
CHEMBL603612,Q07869,46216832
CHEMBL248527,Q07869,44440777
CHEMBL20392,Q07869,44273944
CHEMBL110743,Q07869,11202658
CHEMBL1089164,Q07869,46198216
CHEMBL213902,Q07869,10023279
CHEMBL209546,Q07869,10341169
CHEMBL110725,Q07869,19080384
CHEMBL112973,Q07869,10139836
CHEMBL1090877,Q07869,46198327
CHEMBL363018,Q07869,21084268
CHEMBL1090189,Q07869,46198326
CHEMBL237520,Q07869,44434353
CHEMBL394947,Q07869,44441451
CHEMBL360231,Q07869,44388907
CHEMBL484606,Q07869,44591752
CHEMBL190517,Q07869,11189474
CHEMBL211513,Q07869,9980586
CHEMBL383728,Q07869,11669781
CHEMBL435343,Q07869,44388210
CHEMBL1092236,Q07869,46196684
CHEMBL201653,Q07869,11705832
CHEMBL210163,Q07869,10344769
CHEMBL1091980,Q07869,46198109
CHEMBL321634,Q07869,9822722
CHEMBL1092931,Q07869,46198110
CHEMBL391479,Q07869,22280114
CHEMBL508299,Q07869,44591805
2-(4-(2-(1-Cyclohexanebutyl-3-cyclohexylureido)ethyl)phenylthio)-2-methylpropionic Acid,Q07869,3392731
CHEMBL20495,Q07869,44273963
CHEMBL483351,Q07869,44591696
CHEMBL441554,Q07869,17984540
CHEMBL172718,Q07869,44384415
CHEMBL374344,Q07869,44420485
CHEMBL207907,Q07869,11525752
CHEMBL237085,Q07869,44434344
GSK-516,Q07869,9803963
CHEMBL363532,Q07869,10226233
CHEMBL425766,Q07869,11627288
CHEMBL1090188,Q07869,46198325
CHEMBL78529,Q07869,11178916
CHEMBL190665,Q07869,11186282
CHEMBL233976,Q07869,10217191
CHEMBL202617,Q07869,11294565
CHEMBL1090211,Q07869,46198106
3EA,Q07869,9547900
CHEMBL429824,Q07869,44440786
CHEMBL312717,Q07869,10119392
CHEMBL176421,Q07869,44384466
CHEMBL456974,Q07869,44587737
CHEMBL1092235,Q07869,46196683
CHEMBL373685,Q07869,10144243
CHEMBL1090878,Q07869,46198328
CHEMBL203793,Q07869,44409030
GW 2331,Q07869,9826895
CHEMBL457405,Q07869,44587769
CHEMBL234801,Q07869,44432407
CHEMBL372220,Q07869,11327370
CHEMBL393373,Q07869,44432410
CHEMBL253417,Q07869,44447163
CHEMBL387914,Q07869,44424585
CHEMBL182884,Q07869,10223023
CHEMBL1091218,Q07869,46198329
CHEMBL279053,Q07869,9889841
CHEMBL109161,Q07869,44337693
CHEMBL192500,Q07869,10368050
CHEMBL245865,Q07869,11236923
CHEMBL520582,Q07869,9956352
CHEMBL221525,Q07869,44419830
CHEMBL513035,Q07869,11155783
CHEMBL280897,Q07869,9850395
CHEMBL201036,Q07869,11526493
CHEMBL234660,Q07869,22280155
CHEMBL1091664,Q07869,46198108
CHEMBL332018,Q07869,9913333
CHEMBL25710,Q07869,17894542
CHEMBL178513,Q07869,44388819
CHEMBL209563,Q07869,44412188
CHEMBL118251,Q07869,44345196
CHEMBL176222,Q07869,44388563
CHEMBL1088911,Q07869,46197996
CHEMBL79426,Q07869,11431192
CHEMBL117165,Q07869,9932804
CHEMBL474295,Q07869,44591474
CHEMBL236876,Q07869,44434340
CHEMBL190968,Q07869,10342801
CHEMBL248325,Q07869,11397018
CHEMBL20280,Q07869,44274044
CHEMBL537921,Q07869,45269787
CHEMBL279211,Q07869,44274107
CHEMBL233177,Q07869,22280124
CHEMBL204057,Q07869,44409170
CHEMBL81592,Q07869,11271060
CHEMBL265868,Q07869,44432395
CHEMBL396696,Q07869,9935996
CHEMBL391084,Q07869,44432398
CHEMBL1090212,Q07869,46198107
CHEMBL179657,Q07869,10183977
CHEMBL248324,Q07869,11419459
CHEMBL248326,Q07869,21054982
CHEMBL460278,Q07869,11784860
(2S)-2-ethoxy-3-[4-[(E)-5-phenylpent-2-en-4-ynoxy]phenyl]propanoic Acid,Q07869,11393977
CHEMBL221474,Q07869,44419814
CHEMBL202118,Q07869,11683336
CHEMBL118939,Q07869,10201545
CHEMBL247952,Q07869,23661590
CHEMBL1090187,Q07869,46198217
CHEMBL202609,Q07869,11711595
CHEMBL202631,Q07869,44409437
CHEMBL111271,Q07869,10229225
CHEMBL591533,Q07869,46216831
CHEMBL518348,Q07869,11374679
CHEMBL189146,Q07869,44396236
CHEMBL392717,Q07869,44434352
CHEMBL380404,Q07869,10409988
CHEMBL213487,Q07869,10455509
CHEMBL564210,Q07869,44190677
CHEMBL182230,Q07869,10113515
CHEMBL173409,Q07869,44384539
CHEMBL210917,Q07869,11626766
CHEMBL246282,Q07869,44440792
CHEMBL398677,Q07869,44447162
CHEMBL521170,Q07869,44591804
CHEMBL221641,Q07869,44419819
CHEMBL551479,Q07869,44249905
CHEMBL365097,Q07869,11419960
CHEMBL232395,Q07869,22280103
CHEMBL366207,Q07869,11177525
CHEMBL180912,Q07869,10226511
CHEMBL1088910,Q07869,46197995
CHEMBL489074,Q07869,44241499
CHEMBL393767,Q07869,22504766
CHEMBL427530,Q07869,11234452
CHEMBL425666,Q07869,44424582
CHEMBL1089633,Q07869,11599646
CHEMBL514264,Q07869,25071332
CHEMBL427040,Q07869,44412195
CHEMBL375370,Q07869,44419891
CHEMBL514328,Q07869,23402773
CHEMBL214921,Q07869,16085981
CHEMBL484329,Q07869,44591814
CHEMBL1088515,Q07869,46861800
CHEMBL80671,Q07869,44316521
CHEMBL456973,Q07869,44587736
CHEMBL457623,Q07869,44587770
CHEMBL426878,Q07869,44419778
CHEMBL80364,Q07869,10387634
CHEMBL1089176,Q07869,46197994
CHEMBL147086,Q07869,11454132
CHEMBL234588,Q07869,44432402
CHEMBL247925,Q07869,22087586
Ragaglitazar,Q07869,447458
STK136733,Q07869,4518233
CHEMBL254054,Q07869,44447160
CHEMBL253416,Q07869,25008799
CHEMBL200984,Q07869,11408244
CHEMBL190645,Q07869,9924989
CHEMBL213315,Q07869,16085986
CHEMBL234169,Q07869,44432399
CHEMBL202140,Q07869,11306364
CHEMBL394948,Q07869,44441466
CHEMBL248530,Q07869,44441459
CHEMBL190334,Q07869,11430761
CHEMBL383132,Q07869,11511317
CHEMBL560830,Q07869,18438761
CHEMBL540732,Q07869,44221101
CHEMBL81208,Q07869,11775099
CHEMBL236875,Q07869,44434338
CHEMBL237484,Q07869,44434356
CHEMBL314483,Q07869,44321440
CHEMBL181656,Q07869,10136660
CHEMBL232397,Q07869,22280001
AC1L1JLU,Q07869,5098
CHEMBL20125,Q07869,44273874
CHEMBL514256,Q07869,44587738
CHEMBL393938,Q07869,44434339
CHEMBL173386,Q07869,44383831
CHEMBL198529,Q07869,11677450
CHEMBL108974,Q07869,44337634
CHEMBL215582,Q07869,11340513
CHEMBL194411,Q07869,44404189
CHEMBL180504,Q07869,10297760
CHEMBL393765,Q07869,22504835
CHEMBL229785,Q07869,44424590
CHEMBL399629,Q07869,44447159
CHEMBL369289,Q07869,44388810
CHEMBL213314,Q07869,16085983
CHEMBL120570,Q07869,44345458
CHEMBL371120,Q07869,9825302
CHEMBL371778,Q07869,11189652
CHEMBL234168,Q07869,22504899
CHEMBL201832,Q07869,44407220
CHEMBL591348,Q07869,46229834
CHEMBL247749,Q07869,44440806
CHEMBL248112,Q07869,20765805
CHEMBL247937,Q07869,44441344
CHEMBL513594,Q07869,11167613
CHEMBL1085795,Q07869,9803821
CHEMBL461533,Q07869,11166818
CHEMBL281791,Q07869,44274047
CHEMBL80905,Q07869,44316591
CHEMBL253486,Q07869,44446269
CHEMBL118329,Q07869,9822765
CHEMBL248113,Q07869,44441215
CHEMBL246279,Q07869,20765803
CHEMBL66206,Q07869,11058026
CHEMBL234382,Q07869,22504815
CHEMBL237710,Q07869,44434343
CHEMBL174764,Q07869,44385396
CHEMBL223351,Q07869,9805639
ZINC08387390,Q07869,4433544
CHEMBL207442,Q07869,44411977
CHEMBL326273,Q07869,9934050
CHEMBL561544,Q07869,44249904
CHEMBL380837,Q07869,44409199
CHEMBL190739,Q07869,9902264
CHEMBL392949,Q07869,22280210
CHEMBL412371,Q07869,11408475
CHEMBL1088099,Q07869,46889047
CHEMBL236877,Q07869,44434341
CHEMBL549351,Q07869,44221100
CHEMBL178909,Q07869,44388848
CHEMBL366220,Q07869,11772573
CHEMBL474551,Q07869,44564947
CHEMBL178236,Q07869,44389085
CHEMBL359548,Q07869,44388966
CHEMBL245464,Q07869,44440780
CHEMBL221184,Q07869,44419808
CHEMBL199509,Q07869,10142329
CHEMBL360368,Q07869,10115344
CHEMBL178659,Q07869,10207244
CHEMBL419019,Q07869,10225731
CHEMBL182200,Q07869,44388968
CHEMBL106256,Q07869,44338182
CHEMBL246069,Q07869,44440787
CHEMBL1089970,Q07869,46198219
CHEMBL23670,Q07869,44458943
CHEMBL393939,Q07869,44434345
CHEMBL236664,Q07869,11352573
CHEMBL173236,Q07869,44384403
CHEMBL310426,Q07869,44316496
CHEMBL201803,Q07869,44407221
CHEMBL564017,Q07869,45268597
CHEMBL397120,Q07869,22087658
CHEMBL394968,Q07869,44441462
CHEMBL247720,Q07869,44441463
CHEMBL82193,Q07869,11340991
CHEMBL200781,Q07869,44406532
CHEMBL324449,Q07869,11190733
CHEMBL177089,Q07869,44385352
CHEMBL472245,Q07869,44590002
CHEMBL218487,Q07869,44419924
CHEMBL431450,Q07869,10300073
CHEMBL97529,Q07869,22459114
CHEMBL64972,Q07869,10992201
CHEMBL229837,Q07869,44424593
CHEMBL199373,Q07869,44406266
CHEMBL419756,Q07869,10118056
CHEMBL94496,Q07869,22459117
CHEMBL235143,Q07869,44434361
CHEMBL1097195,Q07869,46888897
CHEMBL248117,Q07869,21054974
CHEMBL451216,Q07869,42625796
CHEMBL589256,Q07869,46229835
CHEMBL446489,Q07869,42625954
CHEMBL494142,Q07869,42625956
CHEMBL324027,Q07869,9844554
CHEMBL247314,Q07869,44441224
CHEMBL514007,Q07869,44564855
CHEMBL217907,Q07869,44419772
CHEMBL92130,Q07869,21341898
CHEMBL312791,Q07869,44316592
CHEMBL414868,Q07869,16090857
CHEMBL516964,Q07869,11167738
CHEMBL221123,Q07869,44419795
CHEMBL220597,Q07869,44419776
CHEMBL519153,Q07869,44591801
CHEMBL391068,Q07869,22504857
CHEMBL234800,Q07869,44432406
CHEMBL481683,Q07869,44571468
CHEMBL556643,Q07869,45268054
CHEMBL192638,Q07869,11351980
CHEMBL234799,Q07869,44432405
CHEMBL377508,Q07869,44409181
CHEMBL208711,Q07869,44411789
CHEMBL552240,Q07869,44190675
CHEMBL280293,Q07869,44345174
CHEMBL192609,Q07869,11755655
CHEMBL521632,Q07869,44579831
CHEMBL370024,Q07869,11385663
Tesaglitazar,Q07869,208901
CHEMBL199324,Q07869,10224123
CHEMBL215245,Q07869,16085987
Naveglitazar,Q07869,9888484
CHEMBL370186,Q07869,10181314
CHEMBL445921,Q07869,44389098
CHEMBL474947,Q07869,23402832
CHEMBL181554,Q07869,10280496
CHEMBL175213,Q07869,44385177
Farglitazar,Q07869,170364
CHEMBL433306,Q07869,44316349
CHEMBL309778,Q07869,44316568
CHEMBL310962,Q07869,44316824
CHEMBL492324,Q07869,42625798
CHEMBL120009,Q07869,9822766
CHEMBL76676,Q07869,10410878
CHEMBL117918,Q07869,9911749
CHEMBL1089969,Q07869,46198218
CHEMBL376165,Q07869,44424586
CHEMBL426269,Q07869,11408502
CHEMBL564902,Q07869,44190676
CHEMBL109773,Q07869,11249385
CHEMBL189950,Q07869,11449787
CHEMBL1087593,Q07869,46889020
CHEMBL462554,Q07869,11306745
CHEMBL116540,Q07869,10432525
CHEMBL484138,Q07869,44591725
CHEMBL234666,Q07869,44432125
CHEMBL331388,Q07869,18442903
CHEMBL482334,Q07869,44571467
CHEMBL194740,Q07869,44404686
CHEMBL455158,Q07869,11271211
CHEMBL461145,Q07869,11329304
CHEMBL200045,Q07869,10186118
CHEMBL104850,Q07869,9866595
CHEMBL114286,Q07869,10205828
CHEMBL119066,Q07869,9826417
CHEMBL425639,Q07869,11351238
CHEMBL198023,Q07869,22610192
CHEMBL1087590,Q07869,24875337
CHEMBL489507,Q07869,44565006
CHEMBL219773,Q07869,44420484
CHEMBL446365,Q07869,44420566
CHEMBL386957,Q07869,11165712
CHEMBL200908,Q07869,44406411
CHEMBL253851,Q07869,44447158
CHEMBL392950,Q07869,22280047
CHEMBL392058,Q07869,44434337
CHEMBL220622,Q07869,10143678
CHEMBL1092932,Q07869,22087654
CHEMBL472246,Q07869,44590003
CHEMBL550332,Q07869,45271992
CHEMBL196428,Q07869,44404675
CHEMBL509680,Q07869,11271514
CHEMBL246485,Q07869,44441220
CHEMBL254946,Q07869,44446258
CHEMBL462580,Q07869,11374680
CHEMBL248526,Q07869,21054981
CHEMBL606462,Q07869,46229788
CHEMBL80979,Q07869,44316383
CHEMBL281608,Q07869,44273964
CHEMBL591055,Q07869,46229787
CHEMBL492535,Q07869,42626028
CHEMBL205725,Q07869,44409088
CHEMBL1088257,Q07869,46889074
CHEMBL392951,Q07869,44432126
LS-191458,Q07869,9947731
CHEMBL377660,Q07869,16085980
CHEMBL402161,Q07869,24890333
CHEMBL371764,Q07869,10298859
CHEMBL233978,Q07869,11188766
CHEMBL234381,Q07869,22504797
CHEMBL455957,Q07869,24890336
CHEMBL360919,Q07869,44388650
CHEMBL435517,Q07869,10279905
CHEMBL434935,Q07869,11165781
CHEMBL234661,Q07869,22280173
CHEMBL111161,Q07869,10301814
CHEMBL558141,Q07869,45273770
CHEMBL59132,Q07869,9953271
CHEMBL372404,Q07869,44406482
CHEMBL363006,Q07869,11363175
CHEMBL241286,Q07869,11751021
CHEMBL198091,Q07869,44404723
CHEMBL440758,Q07869,10205615
CHEMBL402840,Q07869,25243830
CHEMBL201280,Q07869,10162929
CHEMBL232398,Q07869,22280187
CHEMBL237306,Q07869,44434348
CHEMBL101123,Q07869,44331667
CHEMBL212911,Q07869,11431103
KCL-1999000269,Q07869,10341445
CHEMBL403637,Q07869,44446265
CHEMBL397331,Q07869,44441214
CHEMBL578860,Q07869,44480973
CHEMBL456752,Q07869,24890334
CHEMBL254744,Q07869,44446255
CHEMBL399217,Q07869,44434359
CHEMBL199449,Q07869,10274642
CHEMBL213361,Q07869,16085982
CHEMBL199225,Q07869,44404190
CHEMBL208567,Q07869,11705301
CHEMBL200162,Q07869,44406477
CHEMBL203940,Q07869,44409198
CHEMBL370648,Q07869,44404714
CHEMBL202246,Q07869,11678044
CHEMBL202515,Q07869,11583815
CHEMBL391264,Q07869,44439625
CHEMBL202236,Q07869,44406455
CHEMBL472244,Q07869,25110744
CHEMBL1097193,Q07869,46888895
CHEMBL522754,Q07869,44579340
CHEMBL482993,Q07869,44591802
CHEMBL199398,Q07869,21942738
CHEMBL472451,Q07869,44590004
CHEMBL221649,Q07869,44419760
CHEMBL200138,Q07869,10204076
CHEMBL234587,Q07869,44432401
CHEMBL376460,Q07869,11317867
CHEMBL516510,Q07869,11432162
CHEMBL1088114,Q07869,46889072
CHEMBL237305,Q07869,44434347
CHEMBL236218,Q07869,44434358
CHEMBL1097194,Q07869,46888896
CHEMBL221529,Q07869,44419884
CHEMBL221388,Q07869,44419890
CHEMBL234662,Q07869,22280062
CHEMBL223349,Q07869,44420479
CHEMBL241298,Q07869,44439632
CHEMBL330191,Q07869,9826930
CHEMBL373110,Q07869,9847424
CHEMBL403909,Q07869,44446268
CHEMBL325844,Q07869,10341401
CHEMBL229786,Q07869,44424591
CHEMBL234819,Q07869,44431867
CHEMBL514713,Q07869,25148013
CHEMBL1087467,Q07869,46888993
CHEMBL562659,Q07869,45273207
CHEMBL214026,Q07869,16085985
CHEMBL367002,Q07869,44384224
CHEMBL199645,Q07869,44406204
CHEMBL229778,Q07869,24890685
CHEMBL246203,Q07869,44442444
CHEMBL220533,Q07869,11464352
CHEMBL199730,Q07869,9802192
CHEMBL80772,Q07869,44316348
CHEMBL80301,Q07869,44316506
CHEMBL438346,Q07869,44446283
CHEMBL178479,Q07869,44389740
CHEMBL253520,Q07869,44446264
CHEMBL253923,Q07869,44446281
CHEMBL323008,Q07869,10162615
CHEMBL234170,Q07869,22504843
CHEMBL241478,Q07869,44439633
CHEMBL369930,Q07869,10161760
CHEMBL473961,Q07869,23402689
CHEMBL392063,Q07869,44439623
CHEMBL373874,Q07869,11199906
CID 10050194,Q07869,10050194
CHEMBL238970,Q07869,11409173
CHEMBL206285,Q07869,44409213
CHEMBL470322,Q07869,11237218
CHEMBL557342,Q07869,45272810
CHEMBL371112,Q07869,11350008
CHEMBL1087587,Q07869,46888994
CHEMBL198266,Q07869,44404718
CHEMBL106666,Q07869,9870584
CHEMBL221489,Q07869,44419906
CHEMBL1087471,Q07869,46888995
CHEMBL426550,Q07869,11476137
CHEMBL472399,Q07869,11179502
CHEMBL122070,Q07869,9845736
CHEMBL118577,Q07869,44344272
CHEMBL247111,Q07869,44441223
CHEMBL560484,Q07869,45267718
CHEMBL383398,Q07869,10274955
CHEMBL200893,Q07869,44406381
CHEMBL473300,Q07869,11259787
CHEMBL215701,Q07869,16085988
CHEMBL104494,Q07869,44335993
CHEMBL221438,Q07869,44419898
CHEMBL602263,Q07869,46233001
CHEMBL237086,Q07869,44434346
CHEMBL443910,Q07869,25147839
CHEMBL21105,Q07869,44273875
CHEMBL514568,Q07869,25147837
CHEMBL245465,Q07869,44440781
CHEMBL179554,Q07869,44389714
CHEMBL395924,Q07869,21054984
CHEMBL250673,Q07869,23661729
CHEMBL592235,Q07869,46229870
CHEMBL219156,Q07869,16103197
CHEMBL474548,Q07869,44564901
CHEMBL241479,Q07869,11155087
CHEMBL213355,Q07869,44415616
CHEMBL23881,Q07869,44458859
CHEMBL237485,Q07869,44434357
CHEMBL371041,Q07869,10182727
CHEMBL474550,Q07869,44564946
CHEMBL572565,Q07869,45482771
CHEMBL199703,Q07869,10274499
CHEMBL234383,Q07869,44432400
oleoylethanolamide,Q07869,5283454
CHEMBL563351,Q07869,45269452
CHEMBL119791,Q07869,9888213
CHEMBL222117,Q07869,42604838
CHEMBL200043,Q07869,10136347
CID 11497430,Q07869,11497430
CHEMBL383607,Q07869,23703312
CHEMBL378068,Q07869,11305717
CHEMBL241471,Q07869,11178006
CHEMBL377218,Q07869,11704978
CHEMBL223434,Q07869,44420565
CHEMBL382957,Q07869,10225684
CHEMBL437479,Q07869,16090879
CHEMBL392811,Q07869,44440788
CHEMBL448996,Q07869,42626029
CHEMBL240437,Q07869,44439726
CHEMBL1081355,Q07869,46880012
CHEMBL215127,Q07869,16085984
CHEMBL198269,Q07869,44404727
CHEMBL241078,Q07869,44439624
CHEMBL200943,Q07869,10114135
CHEMBL394296,Q07869,44440804
CHEMBL506730,Q07869,42625953
CHEMBL492534,Q07869,11203145
CHEMBL383986,Q07869,10294697
CHEMBL120243,Q07869,10136188
CHEMBL190976,Q07869,11754583
CHEMBL522366,Q07869,42625952
CHEMBL1081354,Q07869,46880011
CHEMBL401236,Q07869,44434362
CHEMBL220655,Q07869,11774184
"(9Z,12E)-12-nitrooctadeca-9,12-dienoic acid",Q07869,5282316
CHEMBL374448,Q07869,44419809
CHEMBL192582,Q07869,9955922
CHEMBL223128,Q07869,10119824
CHEMBL267147,Q07869,44432127
CHEMBL399417,Q07869,44434360
Fenofibrate,Q07869,64929
CHEMBL117578,Q07869,44345265
CHEMBL223379,Q07869,44420473
CHEMBL96758,Q07869,44327231
CHEMBL94716,Q07869,44327273
CHEMBL602670,Q07869,46233038
CHEMBL393766,Q07869,44432404
CHEMBL232400,Q07869,23628247
CHEMBL474158,Q07869,44564813
CHEMBL601222,Q07869,46233070
Telmisartan,Q07869,65999
CHEMBL601861,Q07869,46233040
CHEMBL238152,Q07869,11488726
CHEMBL232399,Q07869,20826996
CHEMBL392718,Q07869,44434354
Ragaglitazar [INN],Q07869,128814
CHEMBL590983,Q07869,46233071
CHEMBL590984,Q07869,46233072
CHEMBL237730,Q07869,11328910
CHEMBL393940,Q07869,44434349
Pioglitazone Hydrochloride,Q07869,4829
CHEMBL602469,Q07869,46233003
CHEMBL606422,Q07869,46233039
CHEMBL234663,Q07869,22279993
CHEMBL602468,Q07869,46233002
CHEMBL202240,Q07869,11775225
CHEMBL327767,Q07869,44327425
CHEMBL231688,Q07869,44432408
CHEMBL363369,Q07869,11416269
CHEMBL606425,Q07869,46232960
CHEMBL234665,Q07869,22280178
CHEMBL237277,Q07869,44434355
CHEMBL229525,Q07869,44424594
CHEMBL118816,Q07869,44344585
CHEMBL116671,Q07869,11742116
CID 9931070,Q07869,11784454
CHEMBL238357,Q07869,24754924
CHEMBL237084,Q07869,44434342
CHEMBL221850,Q07869,11234869
CHEMBL391470,Q07869,11235560
CHEMBL1088098,Q07869,46889046
CHEMBL435512,Q07869,44419807
CHEMBL373237,Q07869,11546956
CHEMBL294807,Q07869,11024616
CHEMBL489075,Q07869,44241498
CHEMBL125230,Q07869,44348875
CHEMBL563546,Q07869,45270286
CHEMBL376325,Q07869,44419827
CHEMBL212591,Q07869,11316788
CHEMBL252995,Q07869,44447156
CHEMBL370443,Q07869,44404728
CHEMBL572795,Q07869,44480717
CHEMBL392810,Q07869,44440783
CHEMBL311429,Q07869,44316347
CHEMBL1080365,Q07869,16722365
CHEMBL78523,Q07869,11704026
CHEMBL454651,Q07869,11374318
CHEMBL373430,Q07869,44419783
CHEMBL198579,Q07869,11712774
GW2433,Q07869,1517
CID 9848083,Q07869,11260214
CHEMBL117796,Q07869,44344313
CHEMBL476197,Q07869,25148090
CHEMBL199559,Q07869,10140247
Methyl 8-hydroxy-8-(2-pentoxyphenyl)oct-5-ynoate,Q07869,11992126
CHEMBL245664,Q07869,44440785
CHEMBL382655,Q07869,44407180
CHEMBL199530,Q07869,12132847
CHEMBL121206,Q07869,11329011
CHEMBL558072,Q07869,45272820
CHEMBL191275,Q07869,11483970
CHEMBL248118,Q07869,21055003
CHEMBL252996,Q07869,44447157
CHEMBL200122,Q07869,10160128
CHEMBL369033,Q07869,44389741
CHEMBL454508,Q07869,42625720
CHEMBL80791,Q07869,44316880
CHEMBL456355,Q07869,44587801
CHEMBL515667,Q07869,11376123
CHEMBL200071,Q07869,10157662
CHEMBL198288,Q07869,44406104
CHEMBL384746,Q07869,11386857
CHEMBL424957,Q07869,44388167
CHEMBL372639,Q07869,44404703
CHEMBL198207,Q07869,44404704
CHEMBL559567,Q07869,44190863
CHEMBL371832,Q07869,11418373
CHEMBL561776,Q07869,44220888
CHEMBL107991,Q07869,10208214
CHEMBL452051,Q07869,44190592
CHEMBL372091,Q07869,44404637
CHEMBL180123,Q07869,44388684
CHEMBL561371,Q07869,24836820
CHEMBL564368,Q07869,44220887
CHEMBL381865,Q07869,44404701
CHEMBL381889,Q07869,44404700
CHEMBL564036,Q07869,44190860
CHEMBL556073,Q07869,45272171
CHEMBL199244,Q07869,44404729
CHEMBL372780,Q07869,44404708
CHEMBL116774,Q07869,44345172
CHEMBL198623,Q07869,44404636
CHEMBL569372,Q07869,44220889
CHEMBL198493,Q07869,44404648
CHEMBL179330,Q07869,9958543
CHEMBL110071,Q07869,10300072
CHEMBL109975,Q07869,10116451
CHEMBL370152,Q07869,9954280
CHEMBL190169,Q07869,11317892
CHEMBL550762,Q07869,11645581
CHEMBL461571,Q07869,44190762
CHEMBL109241,Q07869,10207242
CHEMBL197636,Q07869,44404690
CHEMBL112790,Q07869,44339547
CHEMBL197671,Q07869,44404715
CHEMBL549746,Q07869,44190763
CHEMBL419768,Q07869,44345183
CHEMBL197637,Q07869,44404691
CHEMBL560513,Q07869,44220886
CHEMBL113324,Q07869,10281422
CHEMBL109731,Q07869,10276470
CHEMBL229888,Q07869,44424589
CHEMBL434945,Q07869,21942723
CHEMBL214289,Q07869,44414991
CHEMBL355695,Q07869,11049998
CHEMBL551420,Q07869,45270291
CHEMBL390116,Q07869,44424592
CHEMBL318696,Q07869,44331685
CHEMBL119911,Q07869,9822877
CHEMBL322690,Q07869,44331750
CHEMBL199846,Q07869,44406288
CHEMBL200305,Q07869,44406344
CHEMBL1087580,Q07869,46888966
CHEMBL220708,Q07869,44419786
CHEMBL470145,Q07869,25110733
CHEMBL120456,Q07869,9952559
CHEMBL78476,Q07869,44316844
CHEMBL375471,Q07869,16220190
CHEMBL199579,Q07869,10139551
CHEMBL450050,Q07869,42625799
CHEMBL549723,Q07869,45271983
CHEMBL426483,Q07869,44407224
CHEMBL117402,Q07869,18442899
CHEMBL199794,Q07869,10224945
CHEMBL246510,Q07869,44440797
CHEMBL456753,Q07869,24890509
CHEMBL394031,Q07869,44431866
CHEMBL197684,Q07869,44404263
CHEMBL199928,Q07869,10223837
CHEMBL229836,Q07869,44424587
CHEMBL39687,Q07869,22728012
CHEMBL216395,Q07869,16090858
CHEMBL221490,Q07869,11211999
CHEMBL218117,Q07869,44419822
CHEMBL200916,Q07869,22610195
CHEMBL120246,Q07869,44345903
CHEMBL552347,Q07869,45271974
CHEMBL360776,Q07869,44389819
CHEMBL360552,Q07869,44389733
CHEMBL1084321,Q07869,46890462
CHEMBL345009,Q07869,9960726
